0x011031c8,_log
0xfc53d31b,j_LiveImageTool.GetDzoomPosition_FW
0xfc0c0bcf,j_LoadDUIDCheckSum_FW
0xfc56847f,j_LoadFactoryNumber_FW
0xfc5684f1,j_LoadSerialNumber_FW
0xfc2c7c88,j_LocalTime
0xfc329105,j_malloc
0xfc4ac11f,j_MemoryChecker_FW
0x010f4383,j_mktime_ext
0xfc084a4f,j_NewTaskShell_FW
0xfc317273,j_Open_FW
0xfc0873f1,j_OpLog.WriteToROM_FW
0xfc4ac163,j_Peek16_FW
0xfc4ac15f,j_Peek32_FW
0xfc4ac167,j_Peek8_FW
0xfc2c7a98,j_PostMessageQueue
0xfc2c7c28,j_PostMessageQueueStrictly
0xfc4ac117,j_Printf_FW
0xfc30f05b,j_PTM_AllReset_FW
0xfc30f52b,j_PTM_BackupUIProperty_FW
0xfc30f491,j_PTM_GetWorkingCaptureMode_FW
0xfc30f50b,j_PTM_IsEnableItem_FW
0xfc30f4f3,j_PTM_NextItem_FW
0xfc30f4f7,j_PTM_PrevItem_FW
0xfc30f495,j_PTM_SetCurrentItem_FW
0xfc30f513,j_PTM_SetProprietyEnable_FW
0xfc0849f9,j_PutsCameraLogEvent_FW
0xfc317317,j_Read_FW
0xfc2d15a1,j_Rec2PB
0xfc2c7ca0,j_ReceiveMessageQueue
0xfc5669c9,j_RegistColorMatrix_FW
0xfc2c7bf8,j_RegisterInterruptHandler
0xfc5685d5,j_RegistFirmVer_FW
0xfc2c7990,j_ReleaseRecursiveLock
0xfc4ba313,j_ResetNFCSystemArea_FW
0xfc4ac127,j_SDump_FW
0xfc2ffbdd,j_set_control_event
0xfc2c7cc8,j_SetEventFlag
0xfc4abc0d,j_SetStereoSeparation_FW
0xfc394bb9,j_SetTurnOffDisplay_FW
0xfc0849ed,j_ShowCameraLog_FW
0xfc0849f1,j_ShowCameraLogInfo_FW
0xfc2c7d70,j_SleepTask
0xfc27fccb,j_SoundDevClearPath_FW
0xfc27f9f9,j_SoundDevSetZoomNCProfile_FW
0xfc27f9fd,j_SoundDevZoomNCEffective_FW
0xfc4acb7d,j_SS.GetDigitalZoomPosition_FW
0xfc0849e9,j_StartCameraLog_FW
0xfc541701,j_StartISLocalAutoCenter_FW
0xfc5416fd,j_StartISLocalHallAdjust_FW
0xfc3c3f5b,j_StopAEIntegralService_FW
0xfc0849f5,j_StopCameraLog_FW
0xfc393719,j_stopIPAddressing_FW
0xfc328e89,j_strcmp_FW
0xfc2c7d38,j_strftime
0xfc2c7d08,j_TakeSemaphore
0xfc2c7d48,j_takesemaphore_low
0xfc2c7ce0,j_TakeSemaphoreStrictly
0xfc393709,j_termComDiscovery_FW
0xfc05d21b,j_Terminatedccd_FW
0xfc05d21b,j_TerminateDigicon_FW
0xfc02160d,j_TerminateSoundRec_FW
0xfc05d10b,j_TerminateTestRec_FW
0xfc4b9d19,j_TerminateWLAN_FW
0xfc2c7b68,j_time
0xfc2c7ca8,j_TryPostMessageQueue
0xfc2c7c60,j_TryReceiveMessageQueue
0xfc2c7ac0,j_TryTakeSemaphore
0xfc0fb38d,j_UIFS_CancelStoreLensTimer_FW
0xfc0fb159,j_UIFS_Capture_FW
0xfc0fb15d,j_UIFS_CaptureNoneStop_FW
0xfc0fb391,j_UIFS_DisplayFirmUpdateView_FW
0xfc0fb183,j_UIFS_GetMovieRecoadableNumber_FW
0xfc0fb381,j_UIFS_GetNumberOfDisplayedImage_FW
0xfc0fb135,j_UIFS_GetNumOfOptZoomPos_FW
0xfc0fb187,j_UIFS_GetStillShotableNumber_FW
0xfc0fb357,j_UIFS_IsAvailableShots_FW
0xfc0fb12d,j_UIFS_MoveZoomTo_FW
0xfc0fb131,j_UIFS_MoveZoomToPositionWithTaskSwCtrlServ_FW
0xfc0fb385,j_UIFS_PlayTrimExecuteAllImageSize_FW
0xfc0fb37d,j_UIFS_StartMoviePlay_FW
0xfc0fb161,j_UIFS_StartMovieRecord_FW
0xfc0fb165,j_UIFS_StopMovieRecord_FW
0xfc0fb389,j_UIFS_WirelessExecuteSendForever_FW
0xfc5669d3,j_UnregistColorMatrix_FW
0xfc326475,j_UnRegisterEventProcTable
0xfc4abc15,j_VbattGet_FW
0xfc4ac123,j_VerifyByte_FW
0xfc2c7cd0,j_WaitForAllEventFlag
0xfc2c7a18,j_WaitForAllEventFlagStrictly
0xfc2c7dd0,j_WaitForAnyEventFlag
0xfc2c79d8,j_WaitForAnyEventFlagStrictly
0xfc31731b,j_Write_FW
0xfc07f2a5,j_WRITEADJTABLETOFROM_FW
0xfc4ba2f3,j_WriteNFCUserArea_FW
0xfc393553,join_network_FW
0xfc4b9d35,JoinWLANNetwork_FW
0xfc0cf2ed,kbd_p1_f
0xfc0cf2f5,kbd_p1_f_cont
0xfc0ced65,kbd_p2_f
0xfc0cf2b7,kbd_read_keys
0xfc086b11,kbd_read_keys_r2
0xfc393f47,LachesisTest_FW
0xfc162e05,LcdCon_GetLcdAdjParameter_FW
0xfc0f0509,LcdCon_GetLcdBackLightParameter_FW
0xfc162ed5,LcdCon_GetLcdParameter_FW
0xfc162e5d,LcdCon_SaveLcdAdjParameter_FW
0xfc0f0557,LcdCon_SaveLcdBackLightParameter_FW
0xfc162f2d,LcdCon_SaveLcdParameter_FW
0xfc162da1,LcdCon_SetLcdAdjParameter_FW
0xfc0f04a5,LcdCon_SetLcdBackLightBrightness_FW
0xfc0f04d3,LcdCon_SetLcdBackLightParameter_FW
0xfc162d73,LcdCon_SetLcdDriver_FW
0xfc162e71,LcdCon_SetLcdParameter_FW
0xfc162e37,LcdCon_ShowLcdAdjParameter_FW
0xfc0f0533,LcdCon_ShowLcdBackLightParameter_FW
0xfc162f07,LcdCon_ShowLcdParameter_FW
0xfc1630b3,LcdCon_StartLcdPeriodicalSetting_FW
0xfc1630cf,LcdCon_StopLcdPeriodicalSetting_FW
0xfc104c33,LCDMsg_ChangeColor_FW
0xfc104df5,LCDMsg_Create_FW
0xfc104d13,LCDMsg_Delete_FW
0xfc104b87,LCDMsg_Move_FW
0xfc104beb,LCDMsg_MoveRatio_FW
0xfc104abf,LCDMsg_SetNum_FW
0xfc104a01,LCDMsg_SetStr_FW
0xfc104b43,LCDMsg_SwDisp_FW
0xfc1051d7,LCDRect_ChangeColor_FW
0xfc1053a9,LCDRect_Create_FW
0xfc10545b,LCDRect_Delete_FW
0xfc104edd,LCDRect_Move_FW
0xfc104f3f,LCDRect_MoveRatio_FW
0xfc104ffb,LCDRect_Resize_FW
0xfc10505d,LCDRect_ResizeRatio_FW
0xfc105277,LCDRect_SwDisp_FW
0xfc3ba573,leave_FW
0xfc078d8b,LeaveWLANNetwork_FW
0xfc4abc19,LEDDrive
0xfc4abc19,LEDDrive_FW
0xfc53d2f7,LiveImageTool.ChangeDzoom_FW
0xfc53d32d,LiveImageTool.Dister_FW
0xfc53d2c1,LiveImageTool.DzoomTele_FW
0xfc53d2d3,LiveImageTool.DzoomWide_FW
0xfc0d2551,LiveImageTool.GetDzoomPosition_FW
0xfc53d31f,LiveImageTool.Jump_FW
0xfc53d2ef,LiveImageTool.Pause_FW
0xfc53d2f3,LiveImageTool.Resume_FW
0xfc53d233,LiveImageTool.StartEVF_FW
0xfc53d239,LiveImageTool.StartEVFFocusJet_FW
0xfc53d23f,LiveImageTool.StartEVFMF_FW
0xfc53d253,LiveImageTool.StartEVFMovFULLHD30P_FW
0xfc53d261,LiveImageTool.StartEVFMovFULLHD60P_FW
0xfc53d245,LiveImageTool.StartEVFMovFULLHD_FW
0xfc53d27d,LiveImageTool.StartEVFMovHD60P_FW
0xfc53d26f,LiveImageTool.StartEVFMovHD_FW
0xfc53d28b,LiveImageTool.StartEVFMovQVGA_FW
0xfc53d297,LiveImageTool.StartEVFMovQVGA_HS_FW
0xfc53d29b,LiveImageTool.StartEVFMovVGA_FW
0xfc53d2a9,LiveImageTool.StartEVFMovVGA_HS_FW
0xfc53d2e5,LiveImageTool.StopDzoom_FW
0xfc53d2b7,LiveImageTool.StopEVF_FW
0xfc07ec11,LoadAdjustmentTable_FW
0xfc07eeeb,LoadAdjustmentValue_FW
0xfc4b9d11,LoadAvsAdjData_FW
0xfc0c0919,LoadDataFromAdjTableBin_FW
0xfc07ec19,LoadDefectAdjTable_FW
0xfc0c0bbf,LoadDUID_FW
0xfc0c0b9d,LoadDUIDCheckSum_FW
0xfc0c0be3,LoadFactoryAdjData_FW
0xfc0c0c11,LoadFactoryIDData_FW
0xfc56840f,LoadFactoryNumber_FW
0xfc0c0bfd,LoadHistoryAdjData_FW
0xfc0c0881,LoadParamDataFromAdjTableBin_FW
0xfc0a78d3,LoadScript_FW
0xfc568481,LoadSerialNumber_FW
0x010e1581,LocalTime
0xfc53d3d5,LockHdmiState_FW
0xfc126fc1,LockMainPower
0xfc126fc1,LockMainPower_FW
0xfc2f2a07,LogCameraEvent
0xfc317359,lseek
0xfc317359,Lseek_FW
0xfc3f5881,Ltkids.SetCapRtsThrough_FW
0xfc3f5865,Ltkids.SetCapThrough_FW
0xfc3f589d,Ltkids.SetEventFlg_FW
0xfc3f58bd,Ltkids.SetIsoSpeed_FW
0xfc3f588f,Ltkids.SetLiveRtsThrough_FW
0xfc3f5873,Ltkids.SetLiveThrough_FW
0xfc542a11,MakeBootDisk_FW
0xfc02101b,MakeDefectTurnTable_FW
0xfc3174e7,MakeDirectory_Fut
0xfc542a1d,MakeScriptDisk_FW
0xfc328e11,malloc
0xfc32910d,malloc_strictly
0xfc020cad,MarkPointDefData_FW
0xfc4aba0b,Mecha.Create_FW
0xfc542051,MechaCPUMemoryDump_FW
0xfc542063,MechaCPUMemoryWrite_FW
0xfc4aba61,MechaReset_FW
0xfc4aba69,MechaTerminate_FW
0xfc4ab9c5,MechaUnRegisterEventProcedure_FW
0xfc329065,memcmp
0xfc329065,memcmp_FW
0xfc129fcd,memcpy
0xfc129fcd,memcpy_FW
0xfc542567,MemoryChecker_FW
0xfc4ad36d,memset
0x01100b4c,memset32
0xfc4ad36d,memset_FW
0xfc539ba9,memShow_FW
0xfc020741,MergeAndConvertDefect_FW
0xfc020a3b,MixPixDetect_FW
0xfc397421,mktime_ext
0xfc4ac09d,mod_FW
0xfc540b71,MonSelCamifFunction_FW
0xfc540bdb,MonSelCdomainFunction_FW
0xfc540c41,MonSelClkgenFunction_FW
0xfc4ac11b,MonSelEvent_FW
0xfc540b15,MonSelToCamif_FW
0xfc540b7f,MonSelToCdomain_FW
0xfc540be5,MonSelToClkgen_FW
0xfc53edc1,MoveComputerZoomToPoint_FW
0xfc53ede7,MoveComputerZoomToPointWithSpeed_FW
0xfc2d2943,MoveControllerToTopOfZOrder_FW
0xfc2a3379,MoveCzPeakPositon_FW
0xfc53f3c9,MoveCZToPoint_FW
0xfc53f42f,MoveCZToPointByOVF_FW
0xfc53f40f,MoveCZToTele_FW
0xfc53f3ef,MoveCZToWide_FW
0xfc0c93a5,MoveDCMotorCCW_FW
0xfc0c9343,MoveDCMotorCW_FW
0xfc53fd67,MoveFocusActuator_FW
0xfc54daed,MoveFocusDistance_FW
0xfc54038d,MoveFocusLensChangeCarrierFrequency_FW
0xfc54daed,MoveFocusLensToDistance
0xfc54daed,MoveFocusLensToDistance_FW
0xfc54da49,MoveFocusLensToPosition_FW
0xfc54d9a9,MoveFocusLensToPositionWithMaxSpeed_FW
0xfc54d9d1,MoveFocusLensToPositionWithSpeed_FW
0xfc53f5c7,MoveFocusLensToTerminate_FW
0xfc54d91d,MoveFocusLensToTerminatePosition_FW
0xfc53f603,MoveFocusLensToTerminateWithKeepExciting_FW
0xfc53fbcb,MoveFocusLensTowardPosition_FW
0xfc53f63f,MoveFocusLensWithDistance_FW
0xfc53f85d,MoveFocusLensWithFinalPosition_FW
0xfc53fa5f,MoveFocusLensWithFinalPositionWithNonStepOutWithoutBacklash_FW
0xfc53fb15,MoveFocusLensWithFinalPositionWithoutBacklash_FW
0xfc53f6f1,MoveFocusLensWithPosition_FW
0xfc53f92b,MoveFocusLensWithPositionImmediateReturn_FW
0xfc53fc89,MoveFocusLensWithPositionWithCompBacklash_FW
0xfc53f7a7,MoveFocusLensWithPositionWithNonStepOut_FW
0xfc53f9a9,MoveFocusLensWithPositionWithoutBacklash_FW
0xfc54da75,MoveFocusPosition_FW
0xfc54d91d,MoveFocusToTerminate_FW
0xfc53a67b,MoveIrisFullClose_FW
0xfc53a659,MoveIrisFullOpen_FW
0xfc53a6e1,MoveIrisMechaPositionWithBacklash_FW
0xfc53a707,MoveIrisMechaPositionWithoutBacklash_FW
0xfc53a5a9,MoveIrisToAv_FW
0xfc53a72d,MoveIrisToAvWithoutBacklash_FW
0xfc540695,MoveIrisToFullClose_FW
0xfc540677,MoveIrisToFullOpen_FW
0xfc540637,MoveIrisToPositionWithBacklash_FW
0xfc5406dd,MoveIrisToPositionWithoutBacklash_FW
0xfc5405cf,MoveIrisToStandbyPosition_FW
0xfc540659,MoveIrisToTerminatePosition_FW
0xfc5405ed,MoveIrisWithAv
0xfc5405ed,MoveIrisWithAv_FW
0xfc5407bd,MoveIrisWithAvAndAvSpeed_FW
0xfc5407e5,MoveIrisWithAvAndAvSpeedWithoutBacklash_FW
0xfc54060f,MoveIrisWithAvAndSpeed_FW
0xfc5406ff,MoveIrisWithAvAndSpeedWithoutBacklash_FW
0xfc5406bb,MoveIrisWithAvWithoutBacklash_FW
0xfc53a6bf,MoveIrisWithTerminatePosition_FW
0xfc56aaf9,MoveISLensToBottomLimitPosition_FW
0xfc56af1f,MoveISLensToCentralPosition_FW
0xfc56aaed,MoveISLensToLeftLimitPosition_FW
0xfc56ab11,MoveISLensToLimitPosition_FW
0xfc56aae1,MoveISLensToRightLimitPosition_FW
0xfc56ab05,MoveISLensToTopLimitPosition_FW
0xfc54084d,MoveLensToFirstPoint_FW
0xfc540883,MoveLensToTerminatePoint_FW
0xfc2a55b9,MoveZoomActuator_FW
0xfc540f63,MoveZoomLensToMechaEdge_FW
0xfc53f23d,MoveZoomLensToMechaEnd_FW
0xfc53ed9b,MoveZoomLensToPoint_FW
0xfc53ed75,MoveZoomLensToPosition_FW
0xfc53f29d,MoveZoomLensToPositionByManual_FW
0xfc540f35,MoveZoomLensToTerminatePosition_FW
0xfc540ea1,MoveZoomLensWithPoint
0xfc540ea1,MoveZoomLensWithPoint_FW
0xfc540ed3,MoveZoomLensWithPointImmediateReturn_FW
0xfc540f03,MoveZoomLensWithPosition_FW
0xfc54105d,MoveZoomLensWithPositionAndSpeedChange_FW
0xfc53ed9b,MoveZoomPoint_FW
0xfc53ed75,MoveZoomPosition_FW
0xfc137e1f,MovieAF.Resume_FW
0xfc137e15,MovieAF.Suspend_FW
0xfc2dcd4d,mzrm_createmsg
0xfc2dce41,mzrm_sendmsg
0xfc3941a9,NellConnect_FW
0xfc394193,NellConnectAdhoc_FW
0xfc0d96ef,NewTaskShell_FW
0xfc390d93,NFCEvt.CheckSetData_FW
0xfc390cc1,NFCEvt.ClearUserArea_FW
0xfc39094b,NFCEvt.Create_FW
0xfc390c9d,NFCEvt.DisableRFCom_FW
0xfc390c79,NFCEvt.EnableRFCom_FW
0xfc390e19,NFCEvt.FAGetSysArea_FW
0xfc390eab,NFCEvt.FAGetUserArea_FW
0xfc390db7,NFCEvt.FAInitialize_FW
0xfc390ddf,NFCEvt.FAInitSysArea_FW
0xfc390ee5,NFCEvt.FAResetNfcCard_FW
0xfc390e53,NFCEvt.FASetSysArea_FW
0xfc390f1f,NFCEvt.FAWriteDefUsrArea_FW
0xfc390f43,NFCEvt.GetCameraConnectArray_FW
0xfc390cfb,NFCEvt.GetNfcAppStr_FW
0xfc390fe7,NFCEvt.GetSysArea_FW
0xfc3909dd,NFCEvt.Initialize_FW
0xfc390fad,NFCEvt.InitSysArea_FW
0xfc390c55,NFCEvt.ReadTag_FW
0xfc3911a5,NFCEvt.ResetNfcCard_FW
0xfc390d6b,NFCEvt.SetDataForCMST_FW
0xfc390d43,NFCEvt.SetDataForCW_FW
0xfc390d1f,NFCEvt.SetNfcAppStr_FW
0xfc391021,NFCEvt.SetSysArea_FW
0xfc391137,NFCEvt.SetSysAreaEx_FW
0xfc3910fd,NFCEvt.SetSysAreaTypeB_FW
0xfc3910c3,NFCEvt.SetSysAreaTypeF_FW
0xfc3909ff,NFCEvt.Terminate_FW
0xfc390c31,NFCEvt.WriteNdefNG_FW
0xfc390f73,NFCEvt.WriteNdefOK_FW
0xfc56ae5b,NotifyISMacroDistance_FW
0xfc021afd,NR_SetDoubleNRType_FW
0xfc0adaa1,NRTBL.SetDarkSubType_FW
0xfc0adab3,NRTBL.SetDefectCorrectType_FW
0xfc0adac5,NRTBL.SetTassenType_FW
0xfc4abc6b,OffPrintPhySw_FW
0xfc5665ef,OneShotWhigeBalance_FW
0xfc5665ef,OneTypeWhiteBalance_FW
0xfc4abc61,OnPrintPhySw_FW
0xfc317179,Open
0xfc38d66f,open
0xfc317179,Open_FW
0xfc17a11b,OpenConsole_FW
0xfc3f83b1,OpenFastDir
0xfc31736b,OpenForScrip_FW
0xfc540cdf,OpenMechaShutter_FW
0xfc54c2d1,OpenMShutter_FW
0xfc0849fd,OpLog.Create_FW
0xfc087b75,OpLog.Get_FW
0xfc087b8b,OpLog.GetUsrSet_FW
0xfc087c0b,OpLog.Play_FW
0xfc087413,OpLog.ReadFromROM_FW
0xfc087453,OpLog.ReadFromSD_FW
0xfc087cfd,OpLog.Start_FW
0xfc0873bb,OpLog.Stop_FW
0xfc087d8b,OpLog.Terminate_FW
0xfc0873d1,OpLog.WriteToROM_FW
0xfc0876ff,OpLog.WriteToSD_FW
0xfc3289f7,OutputLogToFile_FW
0xfc393dbf,PairingDataFull_FW
0xfc3937b9,PairingDataOutput_FW
0xfc2cfd35,PB2Rec
0xfc542935,Peek16_FW
0xfc542931,Peek32_FW
0xfc54293b,Peek8_FW
0xfc39485d,PingTest_FW
0xfc4b9e19,PingWLANNetwork_FW
0xfc02063b,PointDefDetect_FW
0xfc02090b,PointKizuCheck_FW
0xfc4ac14b,Poke16_FW
0xfc4ac141,Poke32_FW
0xfc4ac155,Poke8_FW
0xfc2e3e95,PostEventShootSeqToUI_FW
0xfc2e3d9d,PostLogicalEventForNotPowerType
0xfc2e3d9d,PostLogicalEventForNotPowerType_FW
0xfc2e3dc9,PostLogicalEventToUI
0xfc2e3dc9,PostLogicalEventToUI_FW
0xbfe151d1,PostMessageQueue
0xbfe155c5,PostMessageQueueStrictly
0xfc566c93,PreFixAE_FW
0xfc317617,PrepareDirectory_0
0xfc317613,PrepareDirectory_1
0xfc317569,PrepareDirectory_x
0xfc07f0db,PrintAdjKabotanInfo_FW
0xfc07ef01,PrintAdjTableMap_FW
0xfc3c30cf,PrintAllAEIntegData_FW
0xfc4a3281,PrintBuildDate_FW
0xfc4a328d,PrintBuildTime_FW
0xfc0a78c9,Printf_FW
0xfc328891,PrintFaexeVersioin_FW
0xfc32886d,PrintFirmVersion_FW
0xfc4a3299,PrintFirmwareVersion_FW
0xfc4a32e3,PrintInternalFirmwareVersion_FW
0xfc56a339,PrintMultiWinScanTable_FW
0xfc56a1e5,PrintScanTable_FW
0xfc2691e9,PT_MFOff
0xfc2691b9,PT_MFOn
0xfc26775b,PT_MoveDigitalZoomToWide
0xfc4acb3d,PT_MoveOpticalZoomAt
0xfc066443,PTM_AllReset_FW
0xfc30f04f,PTM_AllResetToFactorySetting_FW
0xfc066eeb,PTM_BackupUIProperty_FW
0xfc30f4a1,PTM_GetCurrentItem
0xfc30f4a1,PTM_GetCurrentItem_FW
0xfc066661,PTM_GetWorkingCaptureMode_FW
0xfc066def,PTM_IsEnableItem_FW
0xfc0668f1,PTM_NextItem_FW
0xfc0668f5,PTM_PrevItem_FW
0xfc30f52f,PTM_RestoreUIProperty_FW
0xfc30f33b,PTM_SetCurrentCaptureMode_FW
0xfc06666d,PTM_SetCurrentItem_FW
0xfc066c07,PTM_SetProprietyEnable_FW
0xfc54ddd5,PutInNdFilter
0xfc54ddd5,PutInNdFilter_FW
0xfc54ddfb,PutOutNdFilter
0xfc54ddfb,PutOutNdFilter_FW
0xfc2f28c9,PutsCameraLogEvent_FW
0xfc3cb129,qsort
0xfc565cb7,QuietImageDrive_FW
0xfc3a3a29,QuietImager_FW
0xfc39782b,rand
0xfc38d7e5,Read
0xfc38d7e5,Read_FW
0xfc3f8451,ReadFastDir
0xfc2cfd77,Rec2PB
0xfc540ac3,ReceiveMechaCircuitData_FW
0xfc540adb,ReceiveMechaCircuitDataAll_FW
0xbfe150fb,ReceiveMessageQueue
0xfc4ba0bf,RecSoundForNCAdjEvent_FW
0xfc3bb15d,RecvDeauthPacket_FW
0xfc07f08b,RefreshAdjustmentTableMirror_FW
0xfc07f0d3,RefreshDefectTableMirror_FW
0xfc11fb03,RegComEventProc_FW
0xfc5669a7,RegistColorMatrix_FW
0xfc325df5,RegisterEventProcedure
0xfc325e47,RegisterEventProcedure_alt1
0xfc325f4b,RegisterEventProcedure_alt2
0xfc325f4f,RegisterEventProcTable
0xfc326471,RegisterEventProcTable_alt
0xbfe14f01,RegisterInterruptHandler
0xfc3bbdbf,RegisterNotifyConnectPTPIP_FW
0xfc3bbdbf,RegisterNotifyPTPIP_FW
0xfc3bbdd7,RegisterResponseConnectPTPIP_FW
0xfc3bbdd7,RegisterResponsePTPIP_FW
0xfc05d233,RegistFirmScanNoticeCBR_FW
0xfc568599,RegistFirmVer_FW
0xfc39424b,RegPTPCmd_FW
0xfc39425f,RegPTPIPCmd_FW
0xbfe159e7,ReleaseRecursiveLock
0xfc56a169,ReloadAFAdjustment_FW
0xfc54d6ad,ReloadCdsAdjustment_FW
0xfc56692b,ReloadColorAdjustment_FW
0xfc568835,ReloadDefectAdjustmentData_FW
0xfc54c19b,ReloadEfAdjustment_FW
0xfc54d8a3,ReloadFocusLensAdjustment_FW
0xfc56883f,ReloadFROMDefectAdjustmentData_FW
0xfc53a7d1,ReloadGetaAdjustment_FW
0xfc53a7c3,ReloadIrisAdjustment_FW
0xfc56af15,ReloadISAdjustment_FW
0xfc54ddc3,ReloadNdFilterAdjustment_FW
0xfc568849,ReloadShadingAdjustmentData_FW
0xfc5666b1,ReloadWBAdjustment_FW
0xfc53e8cf,ReloadZoomAdjustment_FW
0xfc4ba0db,ReloadZoomNCProfileEvent_FW
0xfc394e9b,RemCap_EpilogFile_FW
0xfc0212dd,RemoveTransparentMemory_FW
0xfc3bbd29,RequestConnectPTPIP_FW
0xfc3bbd53,RequestConnectPTPIPDef_FW
0xfc3bbca3,RequestDisconnectPTPIP_FW
0xfc54db31,ResetFocus_FW
0xfc53f53b,ResetFocusLens_FW
0xfc5405b1,ResetIris_FW
0xfc0f6f5f,ResetIrisActuator_FW
0xfc53a69d,ResetIrisPosition_FW
0xfc4a5f8b,ResetNFCSystemArea_FW
0xfc05d229,ResetRegistNoticeCBR_FW
0xfc53ed0f,ResetZoom_FW
0xfc540e25,ResetZoomLens_FW
0xfc540e45,ResetZoomLensToFirst_FW
0xfc540e73,ResetZoomLensToTerminate_FW
0xfc53ee13,ResetZoomToAdjFirstPoint_FW
0xfc53ee41,ResetZoomToAdjTerminatePoint_FW
0xfc53ed31,ResetZoomToFirst_FW
0xfc53ed31,ResetZoomToFirstPoint_FW
0xfc53ed53,ResetZoomToTerminate_FW
0xfc53ed53,ResetZoomToTerminatePoint_FW
0xfc4a3421,RomCheckSum_FW
0xfc179eed,RotateConsoleZOder_FW
0xfc07ee77,SaveAdjustmentTable_FW
0xfc07eecb,SaveAdjustmentValue_FW
0xfc567f97,SaveBatSenseOffsetAdjustmentTable_FW
0xfc4acc9d,SaveBmpVRAMData_FW
0xfc07eeb9,SaveDefectAdjTable_FW
0xfc0c0baf,SaveDUID_FW
0xfc0c0bc3,SaveDUIDCheckSum_FW
0xfc0c0bd1,SaveFactoryAdjData_FW
0xfc0c0c05,SaveFactoryIDData_FW
0xfc5684ff,SaveFactoryReserveData_FW
0xfc54dd0f,SaveFocusResetPulse_FW
0xfc568257,SaveFromImage_FW
0xfc0c0beb,SaveHistoryAdjData_FW
0xfc4ace35,SavePaletteData_FW
0xfc393545,scan_FW
0xfc169701,Scene.ForbidContiSceneDetect_FW
0xfc169767,Scene.TestBabySleep_FW
0xfc169743,Scene.TestBabySmile_FW
0xfc1697af,Scene.TestHumanSleep_FW
0xfc16978b,Scene.TestHumanSmile_FW
0xfc1697d3,Scene.TestKidMove_FW
0xfc169721,Scene.TestSunset_FW
0xfc30a241,ScreenLock
0xfc30a27f,ScreenUnlock
0xfc5427e7,SDump_FW
0xfc56ab1d,SearchBCentralPosition_FW
0xfc56ab1d,SearchISLensCentralPosition_FW
0xfc569195,SelectAdjBPFilter_FW
0xfc394281,SelectFunc_Create_FW
0xfc541a55,SelectPositionSignal_FW
0xfc3b9fed,sendDeauth_FW
0xfc540aad,SendMechaCircuitData_FW
0xfc02095b,SensDefCrowdCheck_FW
0xfc2ffbad,set_control_event
0xfc566c31,SetAdj_AEMode_FW
0xfc3c408f,SetAdjAEIntegSmearLimitter_FW
0xfc5695cf,SetAdjAFIntegCrwAdd_FW
0xfc5691af,SetAdjAFWinPos_FW
0xfc54d755,SetAdjCdsMode_FW
0xfc566bcd,SetAE_CdsGainValue_FW
0xfc566b0d,SetAE_ShutterSpeed
0xfc566b0d,SetAE_ShutterSpeed_FW
0xfc3c4077,SetAEIntegAverageOBData_FW
0xfc3c389b,SetAEIntegCorrectProperty_FW
0xfc3c3907,SetAEIntegralGetaTime_FW
0xfc3c38d5,SetAEIntegralValueProperty_FW
0xfc3c3839,SetAEIntegStrobeProperty_FW
0xfc3c3e9f,SetAEIntegValueBit_FW
0xfc3c3e67,SetAEIntegWindowsMode_FW
0xfc127011,SetAutoShutdownTime
0xfc127011,SetAutoShutdownTime_FW
0xfc5691e7,SetBPFilterForBP_FW
0xfc54d6c9,SetCDSGain_FW
0xfc54d739,SetCDSGainStep_FW
0xfc54d6c9,SetCdsGainValue_FW
0xfc54d6e5,SetCdsPreGainReg_FW
0xfc3ba9dd,setCH_FW
0xfc2fa7db,SetCurrentCaptureModeType
0xfc2fa7db,SetCurrentCaptureModeType_FW
0xfc2a337d,SetCzDebugFocusMode_FW
0xfc2a337d,SetCzDebugSubjectDistance_FW
0xfc567fc1,SetDate_FW
0xfc5680b5,SetDay_FW
0xfc0c9407,SetDCMotorWaitTime_FW
0xfc3c40a3,SetDefaultAEIntegSmearLimitter_FW
0xfc061017,SetDefaultRecParameter_FW
0xfc020c5b,SetDefectDebugInfo_FW
0xfc020daf,SetDefectRecParam_FW
0xfc54d67f,SetDeltaCDSGain_FW
0xfc541e65,SetDISModeParam_FW
0xfc56adcb,SetDISModeParameter_FW
0xfc078a97,SetDUIDFixFlag_FW
0xfc0789fb,SetDurianMode_FW
0xbfe14e4f,SetEventFlag
0xfc54c18d,SetExStrobeMode_FW
0xfc078b33,SetFactoryMasterFlag_FW
0xfc078b4f,SetFactoryMasterROMProtection_FW
0xfc078a4b,SetFactoryMode_FW
0xfc5683ff,SetFactorySerialNumber_FW
0xfc53e619,SetFaexeEventTableActivation_FW
0xfc541ff9,SetFixedPWMOutA_FW
0xfc542007,SetFixedPWMOutB_FW
0xfc53fe09,SetFocusActuatorHoldVoltage_FW
0xfc53fe15,SetFocusActuatorSlopeHoldVoltage_FW
0xfc53fee3,SetFocusLensAccelerationTable_FW
0xfc540369,SetFocusLensCarrierFrequency_FW
0xfc53ffad,SetFocusLensCondition_FW
0xfc53ffa1,SetFocusLensDefaultPullOutTable_FW
0xfc540201,SetFocusLensDriveVoltage_FW
0xfc54027d,SetFocusLensGainSlope_FW
0xfc540251,SetFocusLensHoldVoltage_FW
0xfc54006f,SetFocusLensMaxSpeedLimit_FW
